Points_A,Points_B,Games_A,Games_B,Sets_A,Sets_B,Serving_Player,Ralley
15,30,6,5,0,0,2,"['4', '19', 'f39', '18', 'f38', '39', 's37', '38nwdx']"
15,40,6,5,0,0,2,"['6nwdx,', '5', '18', 'f29', '38nwdx']"
0,0,6,6,0,0,1,"['6nwdx,', '5', '27nwdx']"
1,0,6,6,0,0,2,"['5nwdx,', '4', 'f29', '28', 'o28', '37*']"
2,0,6,6,0,0,2,"['4', '19*']"
3,0,6,6,0,0,1,"['5', '18', 'f28', '19', 'f39', '38', 'b18', '37', 'b38', '37', 'b38', '38', 'b27', '19*']"
4,0,6,6,0,0,1,"['5', 'f39', '18', 'f28nwdx']"
4,1,6,6,0,0,2,"['5', 'b19', '38nwdx']"
5,1,6,6,0,0,2,"['4', '19', 'f37', '38', 'f17nwdx']"
5,2,6,6,0,0,1,"['6', '17', 'f19', '28', 'b38', '38', 'f17', '39', 'b17', '38nwdx']"
6,2,6,6,0,0,1,"['5nwdx,', '6', 'f37', '37', 's37nwdx']"
0,0,0,0,1,0,2,"['5', 'f38', '39', 'b19', '39', 'b18', '39', 'b37', '27', 's38', '29', 'b19nwdx']"
0,15,0,0,1,0,2,['6*']
15,15,0,0,1,0,2,"['4', '19', 'f39nwdx']"
15,30,0,0,1,0,2,"['6', '38', 'b18', '18', 'o18', '37nwdx']"
30,30,0,0,1,0,2,"['4nwdx,', '6', '39', 'b29', '28', 'f39', '39', 'b38', '37', 's19', '38', 's39', '29', 'b19nwdx']"
30,40,0,0,1,0,2,"['4', '17', 'f39*']"
0,0,0,1,1,0,1,['6*']
15,0,0,1,1,0,1,"['5nwdx,', '4', 'f28nwdx']"
30,0,0,1,1,0,1,"['5', 'b29', '27', 'b38nwdx']"
40,0,0,1,1,0,1,"['5', 'b29', '18*']"
0,0,1,1,1,0,2,"['5', 'f28', '29', 'f29', '38', 'b29nwdx']"
0,15,1,1,1,0,2,['4*']
15,15,1,1,1,0,2,"['4', '19', 'f17', '39', 'b29nwdx']"
15,30,1,1,1,0,2,"['4', '18', 'f37', '29', 'o17', '38', 'b39', '38', 'b29', '39nwdx']"
15,40,1,1,1,0,2,"['4', '19nwdx']"
0,0,1,2,1,0,1,['4*']
15,0,1,2,1,0,1,"['5', 'f17', '28', 's38', '28', 'f38', '37', 'b19', '19', 'f39', '37', 'b19', '37', 'm38nwdx']"
30,0,1,2,1,0,1,"['5', 'b39nwdx']"
40,0,1,2,1,0,1,"['6nwdx,', '5', 'f18nwdx']"
0,0,2,2,1,0,2,['6*']
15,0,2,2,1,0,2,"['6nwdx,', '5', '29', 'f37', '17', 'f19', '28', 'b38', '29', 'f19', '29*']"
15,15,2,2,1,0,2,['4*']
30,15,2,2,1,0,2,"['6nwdx,', '6', '37', 's38nwdx']"
30,30,2,2,1,0,2,"['6', '39', 'b38', '38nwdx']"
30,40,2,2,1,0,2,"['6', '38', 'b18', '29nwdx']"
40,40,2,2,1,0,2,"['4', '19', 'r18', '29', 'f38nwdx']"
40,50,2,2,1,0,2,"['4', '18', 'f18', '18nwdx']"
0,0,2,3,1,0,1,"['5nwdx,', '4', '38', 'b38', '38', 'f38', '37', 'b39', '28', 'b18', '37', 'b28', '37', 'b38', '37', 'b28', '29', 'b38', '28', 'f18', '38', 'b37', '18', 'f17*']"
15,0,2,3,1,0,1,"['4', 'f28nwdx']"
30,0,2,3,1,0,1,"['6', 'f29', '38', 'b38', '39', 'b39', '38*']"
30,15,2,3,1,0,1,"['6nwdx,', '4', 'f39*']"
40,15,2,3,1,0,1,"['6', 'f27', '38', 'b19', '29', 'f18', '28', 'b29nwdx']"
0,0,3,3,1,0,2,"['6', 'b37', '38', 'b27', '29', 'f28', '29', 'f38', '28', 'b28', '28', 'y18nwdx']"
0,15,3,3,1,0,2,"['4', '19nwdx']"
0,30,3,3,1,0,2,"['4', '19', 'f38', '28', 'f39', '28', 'f18', '27', 'f17', '38nwdx']"
15,30,3,3,1,0,2,"['4', '18*']"
30,30,3,3,1,0,2,"['4', '19*']"
30,40,3,3,1,0,2,"['4', '17nwdx']"
0,0,3,4,1,0,1,"['6', '38', 'b39', '17', 'f38', '28', 'f19', '38', 'f37', '19', 'f39', '27', 'f18', '28', 'f38*']"
15,0,3,4,1,0,1,"['6nwdx,', '4', 'f38nwdx']"
30,0,3,4,1,0,1,"['6nwdx,', '4', 'b28nwdx']"
30,15,3,4,1,0,1,"['6', 'b29', '29', 'f39', '37', 'b18', '39', 'b37', '29nwdx']"
40,15,3,4,1,0,1,"['6nwdx,', '4', 'b38nwdx']"
40,30,3,4,1,0,1,"['6nwdx,', '6', 'b29', '19nwdx']"
0,0,4,4,1,0,2,"['6', 'f28', '37*']"
0,15,4,4,1,0,2,['6*']
15,15,4,4,1,0,2,"['6nwdx,', '6', '27', 'f18', '39', 'f18nwdx']"
15,30,4,4,1,0,2,"['4', '17nwdx']"
15,40,4,4,1,0,2,['4*']
0,0,4,5,1,0,1,"['6', '38nwdx']"
15,0,4,5,1,0,1,"['6nwdx,', '5', 'b17nwdx']"
15,15,4,5,1,0,1,"['6nwdx,', '5', 'b39', '19', 'f39', '18nwdx']"
15,30,4,5,1,0,1,"['6', 's27', '39nwdx']"
15,40,4,5,1,0,1,"['6nwdx,', '5', 'f37', '28nwdx']"
0,0,0,0,1,1,2,"['6nwdx,', '4', 'f39', '38nwdx']"
0,15,0,0,1,1,2,['6*']
15,15,0,0,1,1,2,"['6', '39', 'z19', '38', 'b19', '39', 'f18', '37', 'b39', '38', 'b39nwdx']"
30,15,0,0,1,1,2,"['6', '39*']"
40,15,0,0,1,1,2,"['4nwdx,', '4', '38*']"
40,30,0,0,1,1,2,"['6nwdx,', '4', '38', 'b38', '39nwdx']"
40,40,0,0,1,1,2,"['6nwdx,', '5', '28', 'f18', '28', 'f18', '39', 'b28', '29', 's28', '27', 'b18', '27nwdx']"
40,50,0,0,1,1,2,"['4', '19', 'f39', '38nwdx']"
0,0,0,1,1,1,1,"['5nwdx,', '4', '19', 'f17', '28', 'b19', '38', 'b39', '37', 'b39*']"
15,0,0,1,1,1,1,['6*']
15,15,0,1,1,1,1,"['4nwdx,', '6nwdx']"
30,15,0,1,1,1,1,"['4nwdx,', '5', 'b18', '18', 'f18nwdx']"
40,15,0,1,1,1,1,"['4', 'b37nwdx']"
0,0,1,1,1,1,2,"['5', 'b28', '17', 'f18', '39*']"
0,15,1,1,1,1,2,"['4', '19nwdx']"
0,30,1,1,1,1,2,"['6', '39', 'b39', '29', 'f17*']"
0,40,1,1,1,1,2,"['4', '18nwdx']"
0,0,1,2,1,1,1,"['4nwdx,', '4', '39', 'b18', '28', 'f38', '37', 'y37', '39', 'f18*']"
0,15,1,2,1,1,1,"['5', 'f18', '38', 'f39', '38', 's39', '29', 'b29', '18', 'l28', '38', 'b37', '29nwdx']"
15,15,1,2,1,1,1,"['5', 'f29', '29', 's28', '37', 'b28', '38', 'b18nwdx']"
30,15,1,2,1,1,1,"['5', 'b29', '27', 's39', '39', 's28', '19*']"
40,15,1,2,1,1,1,"['5', 's29nwdx']"
0,0,2,2,1,1,2,"['5nwdx,', '6', 'b29', '29', 'b39', '27', 'f29', '37', 'b18', '39', 'b38', '38', 'b39nwdx']"
0,15,2,2,1,1,2,"['4', '18nwdx']"
0,30,2,2,1,1,2,"['6', '38', 'z28', '37', 'b37', '17', 'f38', '38', 'b17*']"
15,30,2,2,1,1,2,"['6nwdx,', '4', '27', 'f18', '38*']"
15,40,2,2,1,1,2,"['6', '39', 'b39', '39', 'b28', '28', 'f38', '28', 'b28', '38', 's39', '29', 'f18*']"
0,0,2,3,1,1,1,"['4', '19nwdx']"
15,0,2,3,1,1,1,"['5', 'b18nwdx']"
30,0,2,3,1,1,1,"['5', 'f27', '37', 'b28', '37*']"
40,0,2,3,1,1,1,"['5', 'f29', '29*']"
40,15,2,3,1,1,1,"['5nwdx,', '4', 'b38', '29', 'f27', '38', 'b29', '28nwdx']"
40,30,2,3,1,1,1,"['5', 's28', '38', 's38', '28nwdx']"
0,0,3,3,1,1,2,"['4', 'b27', '38', 'b37', '18', 'f29nwdx']"
0,15,3,3,1,1,2,"['6', '39', 'f18', '37', 'y37', '29', 'f39*']"
15,15,3,3,1,1,2,"['6', '39', 'b19', '28', 'f38', '39', 'm28', '39', 's39', '37', 'j18', '39', 'f19nwdx']"
15,30,3,3,1,1,2,"['4', '19nwdx']"
15,40,3,3,1,1,2,"['4', '38', 'b29', '39', 'b39', '29', 'f18', '39', 'b39', '38', 'b37', '38', 'b29', '28', 'f29', '29nwdx']"
0,0,3,4,1,1,1,"['6', '38', 'f38', '37', 'b18', '39', 'b39', '28', 'f39', '18', 'r27', '37', 'b18', '38', 'z39', '27', 'f18', '38', 'b37*']"
15,0,3,4,1,1,1,"['5', 'b28', '18', 'f38nwdx']"
30,0,3,4,1,1,1,"['5nwdx,', '6*']"
40,0,3,4,1,1,1,"['5', 'r28', '37', 'y19', '39', 's38', '37', 'b29', '37', 's29nwdx']"
0,0,4,4,1,1,2,"['5nwdx,', '6', 'f39nwdx']"
0,15,4,4,1,1,2,['6*']
0,30,4,4,1,1,2,"['6nwdx,', '6', '39', 'f38', '38nwdx']"
15,30,4,4,1,1,2,"['6', '38*']"
15,40,4,4,1,1,2,"['6', '38', 'b38', '19', 'f18', '29', 'f19', '18nwdx']"
30,40,4,4,1,1,2,"['6nwdx,', '6', '39', 'b38', '38', 'b19', '38', 'b38', '38', 'b19nwdx']"
0,0,4,5,1,1,1,"['6', '39nwdx']"
0,15,4,5,1,1,1,"['5', 'b18', '39nwdx']"
0,30,4,5,1,1,1,"['5', 'f19', '29nwdx']"
0,40,4,5,1,1,1,"['5', 'b19', '29', 'b39', '38', 'm39', '39', 's38', '37', 'b28', '38nwdx']"
15,40,4,5,1,1,1,"['5', 'f19', '37', 'b37', '37', 's17nwdx']"
0,0,0,0,0,0,2,"['4', 'f29', '28', 'b39', '37', 'b38', '29nwdx']"
0,15,0,0,0,0,2,"['6', '38', 'b28', '38', 'f39', '29', 'f39', '29', 'f39', '27', 'f39*']"
0,30,0,0,0,0,2,"['4', '17', 'f38', '37', 'b28', '39nwdx']"
0,40,0,0,0,0,2,"['4nwdx,', '4', '37nwdx']"
0,0,0,1,0,0,1,"['4', '39', 'b18', '39', 'f19', '38', 'b19', '28', 'f28', '38', 'b19', '37', 'b39', '17nwdx']"
0,15,0,1,0,0,1,"['5', 'b18', '19', 'f38', '38nwdx']"
15,15,0,1,0,0,1,"['5', 'b28', '19', 'f39nwdx']"
30,15,0,1,0,0,1,"['5', 'f28', '37', 'b38', '38', 'm17nwdx']"
40,15,0,1,0,0,1,"['5', 'b28', '18', 'f17', '19', 'f38', '39', 'b29nwdx']"
40,30,0,1,0,0,1,"['5', 'b28', '18', 'f39', '28nwdx']"
40,40,0,1,0,0,1,"['5', 'f28', '19', 'f38', '38', 'b37', '39nwdx']"
40,50,0,1,0,0,1,"['5nwdx,', '6nwdx']"
40,40,0,1,0,0,1,"['5', 'f28', '28', 'b27', '37', 's38', '28', 'b38', '28', 'f18', '28', 'b28', '38', 'b39', '29', 'b37nwdx']"
50,40,0,1,0,0,1,"['5nwdx,', '6', 'b27', '37', 's39', '38', 'y17nwdx']"
0,0,1,1,0,0,2,"['5nwdx,', '6', 'f28nwdx']"
0,15,1,1,0,0,2,"['4nwdx,', '4', '38nwdx']"
15,15,1,1,0,0,2,"['4', '18', 'f18nwdx']"
30,15,1,1,0,0,2,"['6nwdx,', '4', '29', 'f28', '19', 'f17', '29', 'b18', '19', 'f39nwdx']"
30,30,1,1,0,0,2,"['4', '19nwdx']"
30,40,1,1,0,0,2,"['4nwdx,', '4', '39', 'b19', '19nwdx']"
0,0,1,2,0,0,1,"['6', '38', 'b39', '39nwdx']"
0,15,1,2,0,0,1,"['5', 'b28', '18nwdx']"
0,30,1,2,0,0,1,"['5', 's19', '38', 'b18', '37', 'b38', '38nwdx']"
15,30,1,2,0,0,1,"['5', 'b18', '39*']"
15,40,1,2,0,0,1,"['5', 'f39', '28nwdx']"
30,40,1,2,0,0,1,"['5', 'b37nwdx']"
0,0,1,3,0,0,2,"['5', 'f27', '19nwdx']"
0,15,1,3,0,0,2,"['5', '19', 'f39', '39', 'b38*']"
15,15,1,3,0,0,2,"['4nwdx,', '4', '37', 'b38nwdx']"
30,15,1,3,0,0,2,"['6', '38', 'y18nwdx']"
40,15,1,3,0,0,2,"['6nwdx,', '6nwdx']"
40,30,1,3,0,0,2,"['6', '37', 'z17*']"
0,0,2,3,0,0,1,"['5nwdx,', '4', '28', 'f18nwdx']"
15,0,2,3,0,0,1,"['4', 'f28', '18', 'l27', '37*']"
15,15,2,3,0,0,1,"['4nwdx,', '5', 'b38', '38nwdx']"
30,15,2,3,0,0,1,"['6nwdx,', '4', 'f18', '38', 'b38nwdx']"
30,30,2,3,0,0,1,"['6nwdx,', '6', 'f28', '38nwdx']"
40,30,2,3,0,0,1,"['6', 'b37nwdx']"
40,40,2,3,0,0,1,"['6nwdx,', '4', 'b37', '38', 'b37', '29', 'b29', '28', 'f19', '37', 'b37', '27', 'f19', '28', 'b38', '38nwdx']"
50,40,2,3,0,0,1,"['6', 's29', '18', 'f19', '38', 'b18nwdx']"
40,40,2,3,0,0,1,"['6nwdx,', '5', 'b28', '28', 'f17', '38', 'f18', '38', 's38', '37', 'b19', '39nwdx']"
40,50,2,3,0,0,1,"['6', 's28', '39', 's19', '38nwdx']"
40,40,2,3,0,0,1,"['6', 'f38', '39', 'b28', '39', 'b39', '39', 's38', '28', 'b39', '19', 'f38', '29', 'b38', '29', 'f27nwdx']"
50,40,2,3,0,0,1,"['6nwdx,', '4', 'f38', '27', 'b29', '37', 'b38', '38', 'b29', '38', 'b19', '28', 'b39', '37', 'b38', '37', 'b29', '28', 'f28', '38', 'b38', '19*']"
0,0,3,3,0,0,2,"['6', 'f29', '38*']"
0,15,3,3,0,0,2,"['6', '38', 's39', '28', 'b38*']"
0,30,3,3,0,0,2,"['4', '17nwdx']"
0,40,3,3,0,0,2,"['4nwdx,', '6', '28nwdx']"
0,0,3,4,0,0,1,"['6nwdx,', '4', '29', 'f38', '38', 'b39', '39', 'b28', '39', 'b39', '17nwdx']"
0,15,3,4,0,0,1,"['6', 'b27', '38', 'b38', '19', 'f39', '28', 's38', '38', 's29', '27', 'f18', '37', 'b38', '39', 'b39', '38nwdx']"
0,30,3,4,0,0,1,"['6', 'f29', '39nwdx']"
15,30,3,4,0,0,1,"['6', 'b18nwdx']"
15,40,3,4,0,0,1,"['6', 'f37', '29', 'y18*']"
30,40,3,4,0,0,1,"['5nwdx,', '6', 'b28', '39', 's38', '37', 'b28', '28', 'f18', '39', 'b38', '28', 'b39', '38*']"
40,40,3,4,0,0,1,"['6', 'f18', '38', 'b39nwdx']"
40,50,3,4,0,0,1,"['6', 'b28', '18nwdx']"
40,40,3,4,0,0,1,"['6', 'f18', '17*']"
50,40,3,4,0,0,1,['6*']
0,0,4,4,0,0,2,['6*']
0,15,4,4,0,0,2,"['6', '38', 'b38', '38', 'b39', '29', 'f38', '38', 'b39', '28', 'f17', '37', 'b17', '39nwdx']"
0,30,4,4,0,0,2,"['4', '18', 'v39', '29nwdx']"
15,30,4,4,0,0,2,"['4nwdx,', '6', '39', 'b39nwdx']"
15,40,4,4,0,0,2,"['6', '39', 's38', '39', 'b28', '39', 'b39', '39', 'b39', '28nwdx']"
0,0,4,5,0,0,1,"['4nwdx,', '6', '38nwdx']"
15,0,4,5,0,0,1,"['6', 'b19nwdx']"
30,0,4,5,0,0,1,"['6', 'f28', '38', 'b39', '38', 'f18', '29', 'f18', '27', 'b28', '39', 'z27', '39', 'b38nwdx']"
40,0,4,5,0,0,1,"['6nwdx,', '6', 'b27', '28*']"
0,0,5,5,0,0,2,"['6nwdx,', '6', 'f29', '17*']"
0,15,5,5,0,0,2,"['6nwdx,', '4', '27', 'b38*']"
15,15,5,5,0,0,2,"['6', '38', 'b38', '18', 'f29', '39', 'b37nwdx']"
15,30,5,5,0,0,2,"['6', '39', 'b39', '28', 'f38', '38', 'b19', '38', 'b38', '29', 'b28', '38', 'b28', '29', 'b38*']"
30,30,5,5,0,0,2,"['4', '19', 'f37', '27', 'f17nwdx']"
30,40,5,5,0,0,2,"['6nwdx,', '4', '39', 'b19', '38', 'b39', '28', 'f38', '28nwdx']"
0,0,5,6,0,0,1,"['6', '39', 'b39', '28', 'b39', '28', 'f27', '37', 'f39', '29', 'f19', '37', 'b39', '38', 'b28', '28', 'f37', '38', 'b38', '38nwdx']"
15,0,5,6,0,0,1,"['6', 's38', '29', 's29', '39', 's18nwdx']"
15,15,5,6,0,0,1,"['6', 'f37', '17', 'f38', '38', 'b38', '29', 'f28', '38', 'y39', '18nwdx']"
30,15,5,6,0,0,1,"['6', 's29', '18', 'f28nwdx']"
40,15,5,6,0,0,1,"['6nwdx,', '6', 'f38nwdx']"
40,30,5,6,0,0,1,"['6', 'b37', '27', 'b38', '38', 'b28', '19', 'f28', '38', 'f37', '18nwdx']"
0,0,6,6,0,0,2,"['6', 'f27nwdx']"
0,1,6,6,0,0,1,"['6nwdx,', '4', '38', 'b39*']"
0,2,6,6,0,0,1,"['6', 'f28', '19', 'f38', '39nwdx']"
1,2,6,6,0,0,2,"['6', 's27', '18', 'f19', '38', 'b38', '29', 'f19', '28', 'f18', '37', 'b29nwdx']"
1,3,6,6,0,0,2,"['6nwdx,', '6', '38nwdx']"
2,3,6,6,0,0,1,"['4', '18*']"
3,3,6,6,0,0,1,"['6', 'f27', '28', 'f27', '38', 'b38', '39*']"
3,4,6,6,0,0,2,"['6nwdx,', '4', 'f28', '19nwdx']"
3,5,6,6,0,0,2,"['4', '19', 'f28', '39', 'b39', '17', 'f28*']"
3,6,6,6,0,0,1,"['6nwdx,', '6', '17', 'f29', '39', 'b18', '27nwdx']"
4,6,6,6,0,0,1,"['6nwdx,', '6', 'f28', '28', 'f39', '38*']"
5,6,6,6,0,0,2,"['6nwdx,', '6', 'b38', '39', 'b39', '28', 'f19nwdx']"
0,0,0,0,0,1,1,"['4nwdx,', '4', '39', 'b29', '38', 'b18', '37', 's39', '38', 'b38*']"
15,0,0,0,0,1,1,"['6', 's38nwdx']"
15,15,0,0,0,1,1,"['6nwdx,', '5', 'f37', '18', 'f19', '37', 'b38', '27', 'f18', '38', 'm29', '39', 'b39', '28', 'v18', '38', 's38', '28', 'f29', '38', 'b29', '28', 'f38*']"
15,30,0,0,0,1,1,"['6', 'b28', '28nwdx']"
15,40,0,0,0,1,1,"['6nwdx,', '4', 'b39', '18', 'r29', '37', 's38', '19nwdx']"
0,0,0,1,0,1,2,"['6nwdx,', '6', 'b38', '18nwdx']"
0,15,0,1,0,1,2,"['6nwdx,', '6', '28', 'b39', '28nwdx']"
15,15,0,1,0,1,2,"['4', '19*']"
30,15,0,1,0,1,2,"['4', '39', 'f19nwdx']"
40,15,0,1,0,1,2,"['6', '39', 'f38nwdx']"
0,0,1,1,0,1,1,"['4nwdx,', '5', '38*']"
0,15,1,1,0,1,1,"['6nwdx,', '5', 'f17', '37', 's19', '28nwdx']"
0,30,1,1,0,1,1,"['6', 'f27', '29', 'v39', '39nwdx']"
15,30,1,1,0,1,1,"['5', 'b17nwdx']"
30,30,1,1,0,1,1,"['6', 'f28', '37', 'b38', '39', 'b18nwdx']"
40,30,1,1,0,1,1,"['6', 'b28', '29', 'b38', '37*']"
0,0,2,1,0,1,2,"['6nwdx,', '6', 'f29', '39', 'f38', '37', 'b27nwdx']"
0,15,2,1,0,1,2,"['4', '37nwdx']"
15,15,2,1,0,1,2,"['6', '39', 'b18nwdx']"
15,30,2,1,0,1,2,"['4', '39', 'f39', '39', 'i17', '39', 'b28', '37', 'b28', '39', 'b19*']"
15,40,2,1,0,1,2,"['4', '37', 'b37', '39', 'b18', '39', 'b29', '38', 'b28', '37', 'b38', '28', 'f18*']"
30,40,2,1,0,1,2,"['6nwdx,', '5', '29', 'f38', '29', 'f28', '27', 'f38nwdx']"
0,0,2,2,0,1,1,"['6nwdx,', '5', '28nwdx']"
15,0,2,2,0,1,1,"['6nwdx,', '6', 'b28', '39', 'b38', '38', 'b38', '18*']"
30,0,2,2,0,1,1,"['6nwdx,', '6', 'f39', '39', 'm29', '28', 'f18', '37', 'b38', '28', 'f29', '18*']"
30,15,2,2,0,1,1,"['6', 'b28', '29nwdx']"
30,30,2,2,0,1,1,"['6', 'f29', '38', 'b19', '39', 's38', '38', 'b38*']"
40,30,2,2,0,1,1,"['6nwdx,', '6', 'b28', '39', 'b38', '29', 'f28', '17', 'f18', '39', 'm38', '28*']"
40,40,2,2,0,1,1,"['6', 'f38', '19', 'f28', '18nwdx']"
40,50,2,2,0,1,1,"['6nwdx,', '6nwdx']"
0,0,2,3,0,1,2,"['6', 'f38', '38', 'b29', '38', 'b18', '39', 's38', '37', 'b39', '38', 'b38*']"
15,0,2,3,0,1,2,"['5nwdx,', '5', '18', 'f29', '37', 'b18', '39', 'b37', '37', 'b29nwdx']"
15,15,2,3,0,1,2,"['6nwdx,', '6', '38', 'b19', '39', 'b28', '28nwdx']"
30,15,2,3,0,1,2,"['6', '39', 'b39', '18', 'f39', '38', 'f18nwdx']"
30,30,2,3,0,1,2,"['6', '38', 'b19', '18', 'r28', '39', 'b37', '37', 'f18', '37', 'b18', '38', 's39', '27', 'f38', '38', 'b18', '38', 'i28', '28', 'f18', '38', 'b38', '39', 's39', '28', 'f29', '28', 'j39', '29', 'f19*']"
